home_form,away_form,home_win_rate,home_draw_rate,away_win_rate,away_draw_rate,competition_id,home_points,away_points,h2h_home,h2h_away,home_rest_days,away_rest_days,home_scored,away_scored,home_conceded,away_conceded,home_diff,away_diff,home_raw_points,away_raw_points,home_momentum,away_momentum,home_clean_sheet,away_clean_sheet
1.0,0.1666666666666666,1.0,0.0,0.0,1.0,CL,1.0,0.1666666666666666,1.0,0.0,154.0,154.0,2.0,0.5,0.0,2.0,3.0,-3.0,6,1,2.0,-1.5,1.0,0.0
0.0,0.2222222222222222,0.0,0.0,0.0,0.5,RU1,0.0,0.2222222222222222,,,33.0,2.0,1.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,,,0,2,-2.6666666666666665,-1.0,0.0,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,CDR,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,CDR,0.0,0.0,,,,,,,,,,,0,0,,,,
0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,CL,0.1666666666666666,0.3333333333333333,0.0,0.0,185.0,185.0,1.0,2.0,1.5,2.0,0.0,0.0,1,2,-0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,CL,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,1.0,0.0,0.0,1.0,0.0,CIT,0.0,1.0,,,,58.0,,3.0,,1.0,,,0,3,,2.0,,0.0
0.2777777777777778,0.5333333333333333,0.0,0.5,0.0,0.6666666666666666,GR1,0.2777777777777778,0.5333333333333333,,,113.0,52.0,1.0,1.6,2.0,1.2,,,5,8,-1.0,0.4,0.0,0.4
0.1666666666666666,0.5333333333333333,0.0,1.0,0.0,0.5,GR1,0.1666666666666666,0.5333333333333333,,,30.0,114.0,0.6,1.8,1.2,1.0,,,3,8,-0.6,0.8,0.4,0.4
0.0,0.0,0.0,0.0,0.0,0.0,FAC,0.0,0.0,,,,,,,,,,,0,0,,,,
0.5,0.5,0.75,0.0,0.3333333333333333,0.0,GR1,0.5,0.5,,,1.0,31.0,2.2,1.2,1.2,1.4,,,12,12,1.0,-0.2,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GRP,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,EL,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,FAC,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,GR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.3703703703703703,0.5416666666666666,0.5,0.25,0.5,0.0,UKR1,0.3703703703703703,0.5416666666666666,,,1.0,154.0,1.0,3.8,1.6,1.8,,,10,13,-0.6,2.0,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,UKR1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.1666666666666666,0.0,0.0,1.0,0.0,0.0,NL1,0.1666666666666666,0.0,,,28.0,88.0,1.0,0.6666666666666666,1.75,3.6666666666666665,,,2,0,-0.75,-3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,NL1,0.0,0.0,,,,,,,,,,,0,0,,,,
0.1666666666666666,0.0,0.0,0.0,0.0,0.0,NL1,0.1666666666666666,0.0,,,63.0,124.0,0.0,0.5,1.0,3.5,,,1,0,-1.0,-3.0,0.5,0.0
